title,price,frequency,bedrooms,bathrooms,area,location,url,price_clean,price_yearly_aed,bedrooms_clean,bathrooms_clean,area_clean,area_per_bedroom,bathrooms_per_bedroom,log_area,log_price,building,community,property_type_penthouse,property_type_townhouse,property_type_villa,building_grouped_Binghatti Corner,building_grouped_Binghatti Crest,building_grouped_Binghatti Heights,building_grouped_Binghatti House,building_grouped_Binghatti Phantom,building_grouped_Binghatti Phoenix,building_grouped_Binghatti Royale,"building_grouped_Bloom Heights 1, Bloom Heights",building_grouped_DAMAC Ghalia,building_grouped_Fortunato,building_grouped_Imperial Tower,building_grouped_Laya Residences,building_grouped_Other,building_grouped_Pearl House 2,building_grouped_Reef Residence,building_grouped_Rigel Apartments,building_grouped_Rose 10,building_grouped_SH Living 1,building_grouped_Sydney Villas,building_grouped_Westview Garden,district_JVC District 11,district_JVC District 12,district_JVC District 13,district_JVC District 14,district_JVC District 15,district_JVC District 16,district_JVC District 17,district_JVC District 18,district_Unknown
Spacious 2BR with Separate Storage Room fully Close Kitchen .,"95,000",yearly,2,3,"1,417 sqft","Lolena Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13705280.html,95000,95000,2.0,3.0,1417.0,708.5,1.5,7.257002707092073,11.461642696843066,Lolena Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Modern 3-Bedroom Villa | With Fitted Kitchen I Stylish Finishes - Prime Location,"190,000",yearly,3,5,"2,940 sqft","Alfa Villas, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13733361.html,190000,190000,3.0,5.0,2940.0,980.0,1.6666666666666667,7.9865049385539955,12.154784614286667,Alfa Villas,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Exclusive | Prime Unit | Bright | Unfurnished,"200,000",yearly,3,4,"3,465 sqft","Westar La Residencia del Sol, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13714564.html,200000,200000,3.0,4.0,3465.0,1155.0,1.3333333333333333,8.150756470275551,12.206077645517674,Westar La Residencia del Sol,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brand New Building | High Floor | Vacant,"105,000",yearly,1,2,802 sqft,"Pearl House by Imtiaz, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13731908.html,105000,105000,1.0,2.0,802.0,802.0,2.0,6.688354713946762,11.561725152903833,Pearl House by Imtiaz,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Prime Location | Huge Layout | Ready to Move-in,"68,000",yearly,1,2,656 sqft,"Autumn, Seasons Community, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13729442.html,68000,68000,1.0,2.0,656.0,656.0,2.0,6.487684018484611,11.127277689932466,"Autumn, Seasons Community",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Corner Unit | Top Floor | Low Rise,"99,995",yearly,2,2,939 sqft,"Binghatti Rose, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13726026.html,99995,99995,2.0,2.0,939.0,469.5,1.0,6.84587987526405,11.512885464170207,Binghatti Rose,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Brand new| Prime Location| Luxury amenities,"80,000",yearly,1,2,826 sqft,"Binghatti Phoenix, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13720798.html,80000,80000,1.0,2.0,826.0,826.0,2.0,6.717804695023691,11.289794413577894,Binghatti Phoenix,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Prime Location | Unique Layout | Spacious,"94,999",yearly,1,2,802 sqft,"Oakley Square Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-11931923.html,94999,94999,1.0,2.0,802.0,802.0,2.0,6.688354713946762,11.461632170582678,Oakley Square Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Brand New| Beautiful Amenities | 1 BED,"90,000",yearly,1,2,774 sqft,"Harrington House, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-6572747.html,90000,90000,1.0,2.0,774.0,774.0,2.0,6.652863029353347,11.407576060361786,Harrington House,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Huge Layout | Maidroom | Prime Location | Exquisite Finishing,"175,000",yearly,4,6,"1,696 sqft","JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13729750.html,175000,175000,4.0,6.0,1696.0,424.0,1.5,7.436617265234227,12.07254696717504,JVC District 13,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Corner Unit | Bright | Spacious,"75,000",yearly,1,2,814 sqft,"National Bonds Residence, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13727313.html,75000,75000,1.0,2.0,814.0,814.0,2.0,6.703188113240863,11.225256725762893,National Bonds Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Brand New Furnished Apt | Designer Level Finish,"125,000",yearly,1,2,803 sqft,"Oakley Square Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-11910011.html,125000,125000,1.0,2.0,803.0,803.0,2.0,6.6895992691789665,11.736077016252437,Oakley Square Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Spacious 4BHK + Maid’s Room | Luxury Living | Fully Furnished,"260,000",yearly,4,5,"2,018 sqft","Eleganz by Danube, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13726982.html,260000,260000,4.0,5.0,2018.0,504.5,1.25,7.610357618312838,12.468440756144114,Eleganz by Danube,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Modern 1-Bedroom Apartment in Binghatti Corner,"80,000",yearly,1,2,673 sqft,"Binghatti Corner, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13719669.html,80000,80000,1.0,2.0,673.0,673.0,2.0,6.513230110912307,11.289794413577894,Binghatti Corner,Jumeirah Village Circle (JVC),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Park View | Ready To Move | Book Now,"165,000",yearly,4,5,"1,455 sqft","Summer 2 Block B, Summer, Seasons Community, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13734066.html,165000,165000,4.0,5.0,1455.0,363.75,1.25,7.283448228756631,12.013706813470414,"Summer 2 Block B, Summer, Seasons Community",Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Premium Villa For Rent in JVC I Well Maintained I Modern Living,"199,999",yearly,4,6,"1,733 sqft","Sandoval Gardens Villas, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13730320.html,199999,199999,4.0,6.0,1733.0,433.25,1.5,7.458186157340487,12.206072645530174,Sandoval Gardens Villas,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Vacant | Fully Furnished | Large Layout,"95,000",yearly,1,2,"1,169 sqft","Villa Pera, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13726921.html,95000,95000,1.0,2.0,1169.0,1169.0,2.0,7.064759027791802,11.461642696843066,Villa Pera,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Paranomic View | Fully Furnished | High Floor,"75,000",yearly,1,2,812 sqft,"O2 Tower, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13722992.html,75000,75000,1.0,2.0,812.0,812.0,2.0,6.70073110954781,11.225256725762893,O2 Tower,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3 Bedroom I Pool View I Pristine Condition,"140,000",yearly,3,2,"1,217 sqft","Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13710294.html,140000,140000,3.0,2.0,1217.0,405.6666666666667,0.6666666666666666,7.1049654482698426,11.849404844423074,Binghatti Crest,Jumeirah Village Circle (JVC),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4BR Townhouse + Maid | Spacious Layout | Prime Location,"200,000",yearly,4,6,"1,734 sqft","Sandoval Gardens Villas, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13728754.html,200000,200000,4.0,6.0,1734.0,433.5,1.5,7.45876269238096,12.206077645517674,Sandoval Gardens Villas,Jumeirah Village Circle (JVC),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Fully Furnished | Smart Features | Open Views,"85,000",yearly,1,2,645 sqft,"Binghatti House, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13715506.html,85000,85000,1.0,2.0,645.0,645.0,2.0,6.470799503782602,11.350418300109132,Binghatti House,Jumeirah Village Circle (JVC),False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1bhk Apartment | Prime Location | Call Now,"100,000",yearly,1,2,855 sqft,"Oxford Terraces, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13727772.html,100000,100000,1.0,2.0,855.0,855.0,2.0,6.752270376141742,11.51293546492023,Oxford Terraces,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Spacious 4BR Family Villa | Prime JVC Location,"190,000",yearly,4,5,"1,734 sqft","Sandoval Lane, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13717565.html,190000,190000,4.0,5.0,1734.0,433.5,1.25,7.45876269238096,12.154784614286667,Sandoval Lane,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Brand-New | Fully Furnished | Big Size | Best View,"100,000",yearly,1,2,805 sqft,"Pearl House 2, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13709700.html,100000,100000,1.0,2.0,805.0,805.0,2.0,6.692083742506628,11.51293546492023,Pearl House 2,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Premium & Bright 2Bedroom I Comfortable Living I Excellent Location,"100,000",yearly,2,3,974 sqft,"Sandoval Garden Block B, Sandoval Garden, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13715233.html,100000,100000,2.0,3.0,974.0,487.0,1.5,6.882437470997847,11.51293546492023,"Sandoval Garden Block B, Sandoval Garden",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SUPERIOR 2 BHK SMART HOME WITH MAID's ROOM,"150,000",yearly,2,3,"2,209 sqft","La Rose, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-11942288.html,150000,150000,2.0,3.0,2209.0,1104.5,1.5,7.700747794511798,11.918397239722838,La Rose,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ready to Move in | Huge Layout | Community View,"95,000",yearly,2,2,"1,417 sqft","Lolena Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13713037.html,95000,95000,2.0,2.0,1417.0,708.5,1.0,7.257002707092073,11.461642696843066,Lolena Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"Luxury 1BR +Study Apartment with Private Pool in Binghatti Royale, JVC | AED 105,000","105,000",yearly,1,2,922 sqft,"Binghatti Royale, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13704431.html,105000,105000,1.0,2.0,922.0,922.0,2.0,6.827629234502852,11.561725152903833,Binghatti Royale,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Vacant L Prime Location L Furnished L Spacious,"169,999",yearly,3,3,"1,785 sqft","Tower 108, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13703398.html,169999,169999,3.0,3.0,1785.0,595.0,1.0,7.487733761436444,12.043553716032399,Tower 108,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Fully Furnished | Prime Location | High Floor,"75,000",yearly,1,2,674 sqft,"DAMAC Ghalia, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13703794.html,75000,75000,1.0,2.0,674.0,674.0,2.0,6.51471269087253,11.225256725762893,DAMAC Ghalia,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Well-Lit 2BR Apartment in Jumeirah Village,"90,000",yearly,2,2,"1,417 sqft","Lolena Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13714451.html,90000,90000,2.0,2.0,1417.0,708.5,1.0,7.257002707092073,11.407576060361786,Lolena Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Best Price | Ready To Move | Bright and Spacious,"90,000",yearly,2,2,"1,018 sqft","Rose 10, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13729633.html,90000,90000,2.0,2.0,1018.0,509.0,1.0,6.926577033222725,11.407576060361786,Rose 10,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
PANORAMIC VIEWS | SPACIOUS 1BR | READY TO MOVE IN,"75,000",yearly,1,2,925 sqft,"Reef Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13711986.html,75000,75000,1.0,2.0,925.0,925.0,2.0,6.8308742346461795,11.225256725762893,Reef Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
"Elegant High-Floor 1BR Apartment | Binghatti Crest, Al Barsha South","80,000",yearly,1,2,736 sqft,"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13729232.html,80000,80000,1.0,2.0,736.0,736.0,2.0,6.602587892189336,11.289794413577894,Binghatti Crest,Jumeirah Village Circle (JVC),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Smart layout | Modern design | Topquality finish,"108,000",yearly,1,2,796 sqft,"Binghatti Phantom, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13710282.html,108000,108000,1.0,2.0,796.0,796.0,2.0,6.680854678790215,11.58989576532275,Binghatti Phantom,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ready Unit | High Floor,"120,000",yearly,1,1,795 sqft,"Binghatti Phantom, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13731946.html,120000,120000,1.0,1.0,795.0,795.0,1.0,6.679599185844383,11.695255355062795,Binghatti Phantom,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apartment for rent in Binghatti phoenix,"85,000",yearly,1,2,829 sqft,"Binghatti Phoenix, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13726228.html,85000,85000,1.0,2.0,829.0,829.0,2.0,6.721425700790643,11.350418300109132,Binghatti Phoenix,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Modern 5 Bed Townhouse | Brand New | With Basement,"320,000",yearly,5,6,"4,500 sqft","JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13719280.html,320000,320000,5.0,6.0,4500.0,900.0,1.2,8.412054873292933,12.676079399771027,JVC District 14,Jumeirah Village Circle (JVC),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Spacious 4BHK | UnFurnished | Call now,"270,000",yearly,4,6,"2,984 sqft","Shamal Terraces, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13714177.html,270000,270000,4.0,6.0,2984.0,746.0,1.5,8.001355025826703,12.506180941677357,Shamal Terraces,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Fully Furnished | Stunning 1BHK | Marina views,"105,000",yearly,1,2,868 sqft,"Westwood Grande by Imtiaz, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13719804.html,105000,105000,1.0,2.0,868.0,868.0,2.0,6.767343125265392,11.561725152903833,Westwood Grande by Imtiaz,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
With Dishwasher | Ready To Move | Spacious,"150,000",yearly,2,3,"1,101 sqft","Belgravia Square, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13708982.html,150000,150000,2.0,3.0,1101.0,550.5,1.5,7.00488198971286,11.918397239722838,Belgravia Square,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Fully Furnished | High Floor | Open View,"85,000",yearly,1,1,619 sqft,"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13708196.html,85000,85000,1.0,1.0,619.0,619.0,1.0,6.429719478039138,11.350418300109132,Binghatti Crest,Jumeirah Village Circle (JVC),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Spacious unit I Premium amenity I Best pick I Prime location,"99,999",yearly,1,2,855 sqft,"Oxford Terraces, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13729634.html,99999,99999,1.0,2.0,855.0,855.0,2.0,6.752270376141742,11.512925464970229,Oxford Terraces,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Brand New // Prime location // Smart Home,"99,999",yearly,1,2,922 sqft,"Binghatti Royale, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13713402.html,99999,99999,1.0,2.0,922.0,922.0,2.0,6.827629234502852,11.512925464970229,Binghatti Royale,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Fully Furnished | Great Location | Call Now,"200,000",yearly,4,4,"3,584 sqft","Villa Pera, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13702422.html,200000,200000,4.0,4.0,3584.0,896.0,1.0,8.184513753033722,12.206077645517674,Villa Pera,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Vacant | Exclusive | Fully Furnished,"130,000",yearly,2,2,"1,093 sqft","Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13725326.html,130000,130000,2.0,2.0,1093.0,546.5,1.0,6.9975959829819265,11.775297421715827,Jumeirah Village Circle (JVC),Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Spacious Unit private pool | 3 BR | Prime Location,"200,000",yearly,3,4,"2,664 sqft","SH Living 1, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13722776.html,200000,200000,3.0,4.0,2664.0,888.0,1.3333333333333333,7.887959336599945,12.206077645517674,SH Living 1,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Open View l Excellent Condition l Unfurnished,"75,000",yearly,1,2,731 sqft,"Bloom Tower C, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13722502.html,75000,75000,1.0,2.0,731.0,731.0,2.0,6.595780513961311,11.225256725762893,"Bloom Tower C, Bloom Towers",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2BHK + Pool | Prime Loccation | Call Now,"134,999",yearly,2,2,"1,110 sqft","Binghatti House, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13721707.html,134999,134999,2.0,2.0,1110.0,555.0,1.0,7.01301578963963,11.813030057420567,Binghatti House,Jumeirah Village Circle (JVC),False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ELEGANT 2 BR | EQUIPPED KITCHEN | FLEXIBLE CHEQUES,"114,999",yearly,2,3,"1,055 sqft","Bloom Heights 1, Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13732488.html,114999,114999,2.0,3.0,1055.0,527.5,1.5,6.962243464266207,11.652687407345388,"Bloom Heights 1, Bloom Heights",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Community View | Prime Location | Spacious Villa,"270,000",yearly,4,6,"2,983 sqft","Shamal Terraces, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13715304.html,270000,270000,4.0,6.0,2983.0,745.75,1.5,8.001019961323651,12.506180941677357,Shamal Terraces,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Premium Quality | Fitted Kitchen | Vacant Book Now,"95,000",yearly,1,2,783 sqft,"Belgravia Square, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13712075.html,95000,95000,1.0,2.0,783.0,783.0,2.0,6.664409020350408,11.461642696843066,Belgravia Square,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Fully Furnished | Ready to Move| Luxury Living,"110,000",yearly,1,2,789 sqft,"Pearl House 2, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13704078.html,110000,110000,1.0,2.0,789.0,789.0,2.0,6.672032945461067,11.608244735642321,Pearl House 2,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
MULTIPLE CHEQUES OPTION | FULLY FURNISHED | PRIME LOCATION,"70,000",yearly,1,2,978 sqft,"Emirates Gardens, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13693979.html,70000,70000,1.0,2.0,978.0,978.0,2.0,6.88653164253051,11.156264806643742,Emirates Gardens,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
STYLISH 1BHK APARTMENT | FAMILY BUILDING | FOR RENT AED 75K,"75,000",yearly,1,1,754 sqft,"Al Amir Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13731988.html,75000,75000,1.0,1.0,754.0,754.0,1.0,6.626717749249025,11.225256725762893,Al Amir Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Vacant | Fully Furnished | Upgraded Welcome to your new home in the heart of Jumeirah Village Circle! This beautifully furnished 1 bedroom apartment .,"85,000",yearly,1,2,820 sqft,"Laya Mansion, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13730129.html,85000,85000,1.0,2.0,820.0,820.0,2.0,6.710523109452428,11.350418300109132,Laya Mansion,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Spacious 2BR | Elegant Living | Big Layout | Prime Location,"94,999",yearly,2,3,"1,577 sqft","Mulberry 1, Emirates Gardens 2, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13720154.html,94999,94999,2.0,3.0,1577.0,788.5,1.5,7.363913501405819,11.461632170582678,"Mulberry 1, Emirates Gardens 2",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
